date,hour,production
2022-09-11,4,0
2022-09-11,5,0
2022-09-11,6,0
2022-09-11,7,1.5
2022-09-11,8,7.6
2022-09-11,9,8.2
2022-09-11,10,10.43
2022-09-11,11,10.86
2022-09-11,12,10.85
2022-09-11,13,11.76
2022-09-11,14,10.76
2022-09-11,15,8.8
2022-09-11,16,7.6
2022-09-11,17,0
2022-09-11,18,0
2022-09-11,19,0
2022-09-11,20,0
2022-09-11,21,0
2022-09-11,22,0
2022-09-11,23,0
2022-09-12,0,0
2022-09-12,1,0
2022-09-12,2,0
2022-09-12,3,0
2022-09-12,4,0
2022-09-12,5,0
2022-09-12,6,0
2022-09-12,7,0
2022-09-12,8,8.8
2022-09-12,9,9.86
2022-09-12,10,9.94
2022-09-12,11,10.75
2022-09-12,12,10.77
2022-09-12,13,10.74
2022-09-12,14,10.28
2022-09-12,15,8.65
2022-09-12,16,6.21
2022-09-12,17,1.6
2022-09-12,18,0
2022-09-12,19,0
2022-09-12,20,0
2022-09-12,21,0
2022-09-12,22,0
2022-09-12,23,0
2022-09-13,0,0
2022-09-13,1,0
2022-09-13,2,0
2022-09-13,3,0
2022-09-13,4,0
2022-09-13,5,0
2022-09-13,6,0
2022-09-13,7,0
2022-09-13,8,2.3
2022-09-13,9,7.19
2022-09-13,10,10.11
2022-09-13,11,8.34
2022-09-13,12,7.15
2022-09-13,13,9.01
2022-09-13,14,9.27
2022-09-13,15,9.18
2022-09-13,16,7.87
2022-09-13,17,2.15
2022-09-13,18,0
2022-09-13,19,0
2022-09-13,20,0
2022-09-13,21,0
2022-09-13,22,0
2022-09-13,23,0
2022-09-14,0,0
2022-09-14,1,0
2022-09-14,2,0
2022-09-14,3,0
2022-09-14,4,0
2022-09-14,5,0
2022-09-14,6,0
2022-09-14,7,2.1
2022-09-14,8,7.1
2022-09-14,9,7.32
2022-09-14,10,11.46
2022-09-14,11,10.84
2022-09-14,12,10.7
2022-09-14,13,11.06
2022-09-14,14,9.82
2022-09-14,15,10.32
2022-09-14,16,6.2
2022-09-14,17,2.5
2022-09-14,18,0
2022-09-14,19,0
2022-09-14,20,0
2022-09-14,21,0
2022-09-14,22,0
2022-09-14,23,0
2022-09-15,0,0
2022-09-15,1,0
2022-09-15,2,0
2022-09-15,3,0
2022-09-15,4,0
2022-09-15,5,0
2022-09-15,6,0
2022-09-15,7,0
2022-09-15,8,0
2022-09-15,9,8.35
2022-09-15,10,10.43
2022-09-15,11,10.84
2022-09-15,12,10.87
2022-09-15,13,11.06
2022-09-15,14,9.82
2022-09-15,15,10.32
2022-09-15,16,6.2
2022-09-15,17,2.5
2022-09-15,18,0
2022-09-15,19,0
2022-09-15,20,0
2022-09-15,21,0
2022-09-15,22,0
2022-09-15,23,0
2022-09-16,0,0
2022-09-16,1,0
2022-09-16,2,0
2022-09-16,3,0
2022-09-16,4,0
2022-09-16,5,0
2022-09-16,6,0
2022-09-16,7,5.1
2022-09-16,8,7.65
2022-09-16,9,10.2
2022-09-16,10,11.05
2022-09-16,11,10.2
2022-09-16,12,11.05
2022-09-16,13,10.2
2022-09-16,14,8.5
2022-09-16,15,6.8
2022-09-16,16,2.55
2022-09-16,17,0
2022-09-16,18,0
2022-09-16,19,0
2022-09-16,20,0
2022-09-16,21,0
2022-09-16,22,0
2022-09-16,23,0
2022-09-17,0,0
2022-09-17,1,0
2022-09-17,2,0
2022-09-17,3,0
2022-09-17,4,0
2022-09-17,5,0
2022-09-17,6,1.7
2022-09-17,7,5.1
2022-09-17,8,7.65
2022-09-17,9,10.2
2022-09-17,10,10.2
2022-09-17,11,11.05
2022-09-17,12,10.2
2022-09-17,13,10.2
2022-09-17,14,6.8
2022-09-17,15,5.95
2022-09-17,16,3.4
2022-09-17,17,0.59
2022-09-17,18,0
2022-09-17,19,0
2022-09-17,20,0
2022-09-17,21,0
2022-09-17,22,0
2022-09-17,23,0
2022-09-18,0,0
2022-09-18,1,0
2022-09-18,2,0
2022-09-18,3,0
2022-09-18,4,0
2022-09-18,5,0
2022-09-18,6,0
2022-09-18,7,5.1
2022-09-18,8,7.65
2022-09-18,9,10.2
2022-09-18,10,10.2
2022-09-18,11,10.2
2022-09-18,12,11.05
2022-09-18,13,9.35
2022-09-18,14,9.35
2022-09-18,15,5.95
2022-09-18,16,2.55
2022-09-18,17,0
2022-09-18,18,0
2022-09-18,19,0
2022-09-18,20,0
2022-09-18,21,0
2022-09-18,22,0
2022-09-18,23,0
2022-09-19,0,0
2022-09-19,1,0
2022-09-19,2,0
2022-09-19,3,0
2022-09-19,4,0
2022-09-19,5,0
2022-09-19,6,0
2022-09-19,7,5.1
2022-09-19,8,7.65
2022-09-19,9,10.2
2022-09-19,10,10.2
2022-09-19,11,11.05
2022-09-19,12,10.2
2022-09-19,13,10.2
2022-09-19,14,8.5
2022-09-19,15,6.8
2022-09-19,16,2.55
2022-09-19,17,0
2022-09-19,18,0
2022-09-19,19,0
2022-09-19,20,0
2022-09-19,21,0
2022-09-19,22,0
2022-09-19,23,0
2022-09-20,0,0
2022-09-20,1,0
2022-09-20,2,0
2022-09-20,3,0
2022-09-20,4,0
2022-09-20,5,0
2022-09-20,6,0
2022-09-20,7,5.1
2022-09-20,8,7.65
2022-09-20,9,10.2
2022-09-20,10,10.2
2022-09-20,11,10.2
2022-09-20,12,10.2
2022-09-20,13,10.2
2022-09-20,14,8.5
2022-09-20,15,5.95
2022-09-20,16,1.7
2022-09-20,17,0.85
2022-09-20,18,0
2022-09-20,19,0
2022-09-20,20,0
2022-09-20,21,0
2022-09-20,22,0
2022-09-20,23,0
2022-09-21,0,0
2022-09-21,1,0
2022-09-21,2,0
2022-09-21,3,0
2022-09-21,4,0
2022-09-21,5,0
2022-09-21,6,0
2022-09-21,7,5.1
2022-09-21,8,7.65
2022-09-21,9,9.35
2022-09-21,10,10.2
2022-09-21,11,7.65
2022-09-21,12,4.25
2022-09-21,13,4.25
2022-09-21,14,4.26
2022-09-21,15,2.55
2022-09-21,16,1.7
2022-09-21,17,0
2022-09-21,18,0
2022-09-21,19,0
2022-09-21,20,0
2022-09-21,21,0
2022-09-21,22,0
2022-09-21,23,0
2022-09-22,0,0
2022-09-22,1,0
2022-09-22,2,0
2022-09-22,3,0
2022-09-22,4,0
2022-09-22,5,0
2022-09-22,6,0
2022-09-22,7,5.1
2022-09-22,8,8.5
2022-09-22,9,10.2
2022-09-22,10,10.2
2022-09-22,11,10.2
2022-09-22,12,9.35
2022-09-22,13,8.5
2022-09-22,14,6.8
2022-09-22,15,2.55
2022-09-22,16,0.85
2022-09-22,17,0
2022-09-22,18,0
2022-09-22,19,0
2022-09-22,20,0
2022-09-22,21,0
2022-09-22,22,0
2022-09-22,23,0
2022-09-23,0,0
2022-09-23,1,0
2022-09-23,2,0
2022-09-23,3,0
2022-09-23,4,0
2022-09-23,5,0
2022-09-23,6,0
2022-09-23,7,3.4
2022-09-23,8,8.5
2022-09-23,9,10.2
2022-09-23,10,11.05
2022-09-23,11,9.35
2022-09-23,12,9.35
2022-09-23,13,10.2
2022-09-23,14,8.5
2022-09-23,15,5.95
2022-09-23,16,1.7
2022-09-23,17,0
2022-09-23,18,0
2022-09-23,19,0
2022-09-23,20,0
2022-09-23,21,0
2022-09-23,22,0
2022-09-23,23,0
2022-09-24,0,0
2022-09-24,1,0
2022-09-24,2,0
2022-09-24,3,0
2022-09-24,4,0
2022-09-24,5,0
2022-09-24,6,0
2022-09-24,7,0.85
2022-09-24,8,0.85
2022-09-24,9,1.7
2022-09-24,10,1.7
2022-09-24,11,2.55
2022-09-24,12,4.25
2022-09-24,13,5.95
2022-09-24,14,6.8
2022-09-24,15,5.1
2022-09-24,16,1.7
2022-09-24,17,0
2022-09-24,18,0
2022-09-24,19,0
2022-09-24,20,0
2022-09-24,21,0
2022-09-24,22,0
2022-09-24,23,0
2022-09-25,0,0
2022-09-25,1,0
2022-09-25,2,0
2022-09-25,3,0
2022-09-25,4,0
2022-09-25,5,0
2022-09-25,6,0
2022-09-25,7,5.95
2022-09-25,8,9.35
2022-09-25,9,10.2
2022-09-25,10,11.05
2022-09-25,11,10.2
2022-09-25,12,10.2
2022-09-25,13,11.05
2022-09-25,14,8.5
2022-09-25,15,6.8
2022-09-25,16,2.55
2022-09-25,17,0.85
2022-09-25,18,0
2022-09-25,19,0
2022-09-25,20,0
2022-09-25,21,0
2022-09-25,22,0
2022-09-25,23,0
2022-09-26,0,0
2022-09-26,1,0
2022-09-26,2,0
2022-09-26,3,0
2022-09-26,4,0
2022-09-26,5,0
2022-09-26,6,0
2022-09-26,7,5.95
2022-09-26,8,8.5
2022-09-26,9,10.2
2022-09-26,10,11.05
2022-09-26,11,10.2
2022-09-26,12,11.05
2022-09-26,13,10.2
2022-09-26,14,9.35
2022-09-26,15,6.8
2022-09-26,16,2.55
2022-09-26,17,0
2022-09-26,18,0
2022-09-26,19,0
2022-09-26,20,0
2022-09-26,21,0
2022-09-26,22,0
2022-09-26,23,0
2022-09-27,0,0
2022-09-27,1,0
2022-09-27,2,0
2022-09-27,3,0
2022-09-27,4,0
2022-09-27,5,0
2022-09-27,6,0
2022-09-27,7,5.1
2022-09-27,8,9.35
2022-09-27,9,10.2
2022-09-27,10,10.2
2022-09-27,11,11.12
2022-09-27,12,10.2
2022-09-27,13,10.2
2022-09-27,14,8.5
2022-09-27,15,5.96
2022-09-27,16,2.55
2022-09-27,17,0.85
2022-09-27,18,0
2022-09-27,19,0
2022-09-27,20,0
2022-09-27,21,0
2022-09-27,22,0
2022-09-27,23,0
2022-09-28,0,0
2022-09-28,1,0
2022-09-28,2,0
2022-09-28,3,0
2022-09-28,4,0
2022-09-28,5,0
2022-09-28,6,0
2022-09-28,7,5.1
2022-09-28,8,8.5
2022-09-28,9,10.2
2022-09-28,10,10.2
2022-09-28,11,11.05
2022-09-28,12,10.2
2022-09-28,13,10.2
2022-09-28,14,7.65
2022-09-28,15,1.7
2022-09-28,16,0.85
2022-09-28,17,0
2022-09-28,18,0
2022-09-28,19,0
2022-09-28,20,0
2022-09-28,21,0
2022-09-28,22,0
2022-09-28,23,0
2022-09-29,0,0
2022-09-29,1,0
2022-09-29,2,0
2022-09-29,3,0
2022-09-29,4,0
2022-09-29,5,0
2022-09-29,6,0
2022-09-29,7,5.1
2022-09-29,8,8.5
2022-09-29,9,10.2
2022-09-29,10,10.2
2022-09-29,11,10.2
2022-09-29,12,9.35
2022-09-29,13,8.5
2022-09-29,14,6.8
2022-09-29,15,2.55
2022-09-29,16,0.85
2022-09-29,17,0
2022-09-29,18,0
2022-09-29,19,0
2022-09-29,20,0
2022-09-29,21,0
2022-09-29,22,0
2022-09-29,23,0
2022-09-30,0,0
2022-09-30,1,0
2022-09-30,2,0
2022-09-30,3,0
2022-09-30,4,0
2022-09-30,5,0
2022-09-30,6,0
2022-09-30,7,5.1
2022-09-30,8,8.5
2022-09-30,9,10.2
2022-09-30,10,10.2
2022-09-30,11,11.05
2022-09-30,12,10.2
2022-09-30,13,10.2
2022-09-30,14,7.65
2022-09-30,15,1.7
2022-09-30,16,0.85
2022-09-30,17,0
2022-09-30,18,0
2022-09-30,19,0
2022-09-30,20,0
2022-09-30,21,0
2022-09-30,22,0
2022-09-30,23,0
2022-10-01,0,0
2022-10-01,1,0
2022-10-01,2,0
2022-10-01,3,0
2022-10-01,4,0
2022-10-01,5,0
2022-10-01,6,0
2022-10-01,7,5.1
2022-10-01,8,8.5
2022-10-01,9,10.2
2022-10-01,10,10.2
2022-10-01,11,10.2
2022-10-01,12,11.05
2022-10-01,13,10.2
2022-10-01,14,8.5
2022-10-01,15,5.95
2022-10-01,16,1.7
2022-10-01,17,0.85
2022-10-01,18,0
2022-10-01,19,0
2022-10-01,20,0
2022-10-01,21,0
2022-10-01,22,0
2022-10-01,23,0
2022-10-02,0,0
2022-10-02,1,0
2022-10-02,2,0
2022-10-02,3,0
2022-10-02,4,0
2022-10-02,5,0
2022-10-02,6,0
2022-10-02,7,4.25
2022-10-02,8,8.5
2022-10-02,9,9.35
2022-10-02,10,11.05
2022-10-02,11,10.2
2022-10-02,12,10.23
2022-10-02,13,9.35
2022-10-02,14,8.5
2022-10-02,15,5.1
2022-10-02,16,0.85
2022-10-02,17,0
2022-10-02,18,0
2022-10-02,19,0
2022-10-02,20,0
2022-10-02,21,0
2022-10-02,22,0
2022-10-02,23,0
2022-10-03,0,0
2022-10-03,1,0
2022-10-03,2,0
2022-10-03,3,0
2022-10-03,4,0
2022-10-03,5,0
2022-10-03,6,0
2022-10-03,7,5.1
2022-10-03,8,7.65
2022-10-03,9,10.2
2022-10-03,10,10.2
2022-10-03,11,10.2
2022-10-03,12,10.2
2022-10-03,13,6.8
2022-10-03,14,6.8
2022-10-03,15,3.4
2022-10-03,16,1.7
2022-10-03,17,0
2022-10-03,18,0
2022-10-03,19,0
2022-10-03,20,0
2022-10-03,21,0
2022-10-03,22,0
2022-10-03,23,0
2022-10-04,0,0
2022-10-04,1,0
2022-10-04,2,0
2022-10-04,3,0
2022-10-04,4,0
2022-10-04,5,0
2022-10-04,6,0
2022-10-04,7,3.4
2022-10-04,8,7.65
2022-10-04,9,10.2
2022-10-04,10,10.2
2022-10-04,11,8.5
2022-10-04,12,8.5
2022-10-04,13,7.67
2022-10-04,14,2.55
2022-10-04,15,2.55
2022-10-04,16,0.85
2022-10-04,17,0
2022-10-04,18,0
2022-10-04,19,0
2022-10-04,20,0
2022-10-04,21,0
2022-10-04,22,0
2022-10-04,23,0
2022-10-05,0,0
2022-10-05,1,0
2022-10-05,2,0
2022-10-05,3,0
2022-10-05,4,0
2022-10-05,5,0
2022-10-05,6,0
2022-10-05,7,3.4
2022-10-05,8,7.65
2022-10-05,9,10.2
2022-10-05,10,10.24
2022-10-05,11,11.05
2022-10-05,12,10.2
2022-10-05,13,9.35
2022-10-05,14,6.8
2022-10-05,15,5.1
2022-10-05,16,0.85
2022-10-05,17,0
2022-10-05,18,0
2022-10-05,19,0
2022-10-05,20,0
2022-10-05,21,0
2022-10-05,22,0
2022-10-05,23,0
2022-10-06,0,0
2022-10-06,1,0
2022-10-06,2,0
2022-10-06,3,0
2022-10-06,4,0
2022-10-06,5,0
2022-10-06,6,0
2022-10-06,7,5.1
2022-10-06,8,8.5
2022-10-06,9,10.24
2022-10-06,10,10.22
2022-10-06,11,11.05
2022-10-06,12,10.2
2022-10-06,13,10.24
2022-10-06,14,8.5
2022-10-06,15,5.95
2022-10-06,16,1.7
2022-10-06,17,0
2022-10-06,18,0
2022-10-06,19,0
2022-10-06,20,0
2022-10-06,21,0
2022-10-06,22,0
2022-10-06,23,0
2022-10-07,0,0
2022-10-07,1,0
2022-10-07,2,0
2022-10-07,3,0
2022-10-07,4,0
2022-10-07,5,0
2022-10-07,6,0
2022-10-07,7,0
2022-10-07,8,5.95
2022-10-07,9,10.2
2022-10-07,10,10.2
2022-10-07,11,8.8
2022-10-07,12,8.5
2022-10-07,13,5.12
2022-10-07,14,2.55
2022-10-07,15,0.85
2022-10-07,16,0.85
2022-10-07,17,0
2022-10-07,18,0
2022-10-07,19,0
2022-10-07,20,0
2022-10-07,21,0
2022-10-07,22,0
2022-10-07,23,0
2022-10-08,0,0
2022-10-08,1,0
2022-10-08,2,0
2022-10-08,3,0
2022-10-08,4,0
2022-10-08,5,0
2022-10-08,6,0
2022-10-08,7,4
2022-10-08,8,3.06
2022-10-08,9,6.68
2022-10-08,10,7.44
2022-10-08,11,7.72
2022-10-08,12,9.35
2022-10-08,13,7.41
2022-10-08,14,4.88
2022-10-08,15,1.89
2022-10-08,16,0.4
2022-10-08,17,0.52
2022-10-08,18,0
2022-10-08,19,0
2022-10-08,20,0
2022-10-08,21,0
2022-10-08,22,0
2022-10-08,23,0
2022-10-09,0,0
2022-10-09,1,0
2022-10-09,2,0
2022-10-09,3,0
2022-10-09,4,0
2022-10-09,5,0
2022-10-09,6,0
2022-10-09,7,0
2022-10-09,8,1.98
2022-10-09,9,1.59
2022-10-09,10,1.89
2022-10-09,11,3.78
2022-10-09,12,3.78
2022-10-09,13,3.36
2022-10-09,14,4.86
2022-10-09,15,3.18
2022-10-09,16,4.65
2022-10-09,17,0
2022-10-09,18,0
2022-10-09,19,0
2022-10-09,20,0
2022-10-09,21,0
2022-10-09,22,0
2022-10-09,23,0
2022-10-10,0,0
2022-10-10,1,0
2022-10-10,2,0
2022-10-10,3,0
2022-10-10,4,0
2022-10-10,5,0
2022-10-10,6,0
2022-10-10,7,4.25
2022-10-10,8,6.8
2022-10-10,9,3.4
2022-10-10,10,1.7
2022-10-10,11,3.4
2022-10-10,12,2.55
2022-10-10,13,0.85
2022-10-10,14,0
2022-10-10,15,0
2022-10-10,16,0
2022-10-10,17,0
2022-10-10,18,0
2022-10-10,19,0
2022-10-10,20,0
2022-10-10,21,0
2022-10-10,22,0
2022-10-10,23,0
2022-10-11,0,0
2022-10-11,1,0
2022-10-11,2,0
2022-10-11,3,0
2022-10-11,4,0
2022-10-11,5,0
2022-10-11,6,0
2022-10-11,7,5.1
2022-10-11,8,8.5
2022-10-11,9,10.23
2022-10-11,10,10.2
2022-10-11,11,11.05
2022-10-11,12,10.2
2022-10-11,13,10.2
2022-10-11,14,8.5
2022-10-11,15,5.95
2022-10-11,16,1.7
2022-10-11,17,0
2022-10-11,18,0
2022-10-11,19,0
2022-10-11,20,0
2022-10-11,21,0
2022-10-11,22,0
2022-10-11,23,0
2022-10-12,0,0
2022-10-12,1,0
2022-10-12,2,0
2022-10-12,3,0
2022-10-12,4,0
2022-10-12,5,0
2022-10-12,6,0
2022-10-12,7,4.25
2022-10-12,8,8.5
2022-10-12,9,8.5
2022-10-12,10,6.8
2022-10-12,11,7.65
2022-10-12,12,6.8
2022-10-12,13,6.8
2022-10-12,14,4.25
2022-10-12,15,2.55
2022-10-12,16,0.85
2022-10-12,17,0
2022-10-12,18,0
2022-10-12,19,0
2022-10-12,20,0
2022-10-12,21,0
2022-10-12,22,0
2022-10-12,23,0
2022-10-13,0,0
2022-10-13,1,0
2022-10-13,2,0
2022-10-13,3,0
2022-10-13,4,0
2022-10-13,5,0
2022-10-13,6,0
2022-10-13,7,4.25
2022-10-13,8,8.5
2022-10-13,9,9.35
2022-10-13,10,11.05
2022-10-13,11,10.2
2022-10-13,12,11.05
2022-10-13,13,9.35
2022-10-13,14,7.65
2022-10-13,15,5.1
2022-10-13,16,3.08
2022-10-13,17,0
2022-10-13,18,0
2022-10-13,19,0
2022-10-13,20,0
2022-10-13,21,0
2022-10-13,22,0
2022-10-13,23,0
2022-10-14,0,0
2022-10-14,1,0
2022-10-14,2,0
2022-10-14,3,0
2022-10-14,4,0
2022-10-14,5,0
2022-10-14,6,0
2022-10-14,7,5.1
2022-10-14,8,7.65
2022-10-14,9,10.2
2022-10-14,10,11.05
2022-10-14,11,10.2
2022-10-14,12,10.2
2022-10-14,13,9.35
2022-10-14,14,5.95
2022-10-14,15,3.4
2022-10-14,16,1.7
2022-10-14,17,0
2022-10-14,18,0
2022-10-14,19,0
2022-10-14,20,0
2022-10-14,21,0
2022-10-14,22,0
2022-10-14,23,0
2022-10-15,0,0
2022-10-15,1,0
2022-10-15,2,0
2022-10-15,3,0
2022-10-15,4,0
2022-10-15,5,0
2022-10-15,6,0
2022-10-15,7,2.55
2022-10-15,8,3.4
2022-10-15,9,5.1
2022-10-15,10,7.65
2022-10-15,11,7.65
2022-10-15,12,5.95
2022-10-15,13,3.4
2022-10-15,14,3.4
2022-10-15,15,1.7
2022-10-15,16,0.85
2022-10-15,17,0
2022-10-15,18,0
2022-10-15,19,0
2022-10-15,20,0
2022-10-15,21,0
2022-10-15,22,0
2022-10-15,23,0
2022-10-16,0,0
2022-10-16,1,0
2022-10-16,2,0
2022-10-16,3,0
2022-10-16,4,0
2022-10-16,5,0
2022-10-16,6,0
2022-10-16,7,5.1
2022-10-16,8,7.65
2022-10-16,9,9.35
2022-10-16,10,7.65
2022-10-16,11,8.5
2022-10-16,12,2.55
2022-10-16,13,2.55
2022-10-16,14,5.1
2022-10-16,15,1.7
2022-10-16,16,0.85
2022-10-16,17,0
2022-10-16,18,0
2022-10-16,19,0
2022-10-16,20,0
2022-10-16,21,0
2022-10-16,22,0
2022-10-16,23,0
2022-10-17,0,0
2022-10-17,1,0
2022-10-17,2,0
2022-10-17,3,0
2022-10-17,4,0
2022-10-17,5,0
2022-10-17,6,0
2022-10-17,7,2.55
2022-10-17,8,5.1
2022-10-17,9,3.4
2022-10-17,10,6.8
2022-10-17,11,6.8
2022-10-17,12,6.8
2022-10-17,13,9.35
2022-10-17,14,4.25
2022-10-17,15,2.55
2022-10-17,16,0.85
2022-10-17,17,0
2022-10-17,18,0
2022-10-17,19,0
2022-10-17,20,0
2022-10-17,21,0
2022-10-17,22,0
2022-10-17,23,0
2022-10-18,0,0
2022-10-18,1,0
2022-10-18,2,0
2022-10-18,3,0
2022-10-18,4,0
2022-10-18,5,0
2022-10-18,6,0
2022-10-18,7,3.4
2022-10-18,8,5.1
2022-10-18,9,6.82
2022-10-18,10,10.2
2022-10-18,11,8.5
2022-10-18,12,6.8
2022-10-18,13,6.8
2022-10-18,14,5.1
2022-10-18,15,0.85
2022-10-18,16,0
2022-10-18,17,0
2022-10-18,18,0
2022-10-18,19,0
2022-10-18,20,0
2022-10-18,21,0
2022-10-18,22,0
2022-10-18,23,0
2022-10-19,0,0
2022-10-19,1,0
2022-10-19,2,0
2022-10-19,3,0
2022-10-19,4,0
2022-10-19,5,0
2022-10-19,6,0
2022-10-19,7,0
2022-10-19,8,2.55
2022-10-19,9,3.4
2022-10-19,10,0
2022-10-19,11,3.4
2022-10-19,12,5.95
2022-10-19,13,5.1
2022-10-19,14,1.7
2022-10-19,15,0.85
2022-10-19,16,0
2022-10-19,17,0
2022-10-19,18,0
2022-10-19,19,0
2022-10-19,20,0
2022-10-19,21,0
2022-10-19,22,0
2022-10-19,23,0
2022-10-20,0,0
2022-10-20,1,0
2022-10-20,2,0
2022-10-20,3,0
2022-10-20,4,0
2022-10-20,5,0
2022-10-20,6,0
2022-10-20,7,0
2022-10-20,8,2.55
2022-10-20,9,2.55
2022-10-20,10,5.1
2022-10-20,11,7.65
2022-10-20,12,5.95
2022-10-20,13,1.7
2022-10-20,14,0
2022-10-20,15,0
2022-10-20,16,0
2022-10-20,17,0
2022-10-20,18,0
2022-10-20,19,0
2022-10-20,20,0
2022-10-20,21,0
2022-10-20,22,0
2022-10-20,23,0
2022-10-21,0,0
2022-10-21,1,0
2022-10-21,2,0
2022-10-21,3,0
2022-10-21,4,0
2022-10-21,5,0
2022-10-21,6,0
2022-10-21,7,0
2022-10-21,8,6.23
2022-10-21,9,8.8
2022-10-21,10,10.35
2022-10-21,11,9.8
2022-10-21,12,10.1
2022-10-21,13,7.58
2022-10-21,14,7.97
2022-10-21,15,4.6
2022-10-21,16,2.92
2022-10-21,17,0
2022-10-21,18,0
2022-10-21,19,0
2022-10-21,20,0
2022-10-21,21,0
2022-10-21,22,0
2022-10-21,23,0
2022-10-22,0,0
2022-10-22,1,0
2022-10-22,2,0
2022-10-22,3,0
2022-10-22,4,0
2022-10-22,5,0
2022-10-22,6,0
2022-10-22,7,5.1
2022-10-22,8,8.5
2022-10-22,9,10.2
2022-10-22,10,10.2
2022-10-22,11,11.05
2022-10-22,12,10.2
2022-10-22,13,10.2
2022-10-22,14,6.8
2022-10-22,15,4.25
2022-10-22,16,1.7
2022-10-22,17,0
2022-10-22,18,0
2022-10-22,19,0
2022-10-22,20,0
2022-10-22,21,0
2022-10-22,22,0
2022-10-22,23,0
2022-10-23,0,0
2022-10-23,1,0
2022-10-23,2,0
2022-10-23,3,0
2022-10-23,4,0
2022-10-23,5,0
2022-10-23,6,0
2022-10-23,7,5.1
2022-10-23,8,8.5
2022-10-23,9,11.05
2022-10-23,10,10.2
2022-10-23,11,11.05
2022-10-23,12,10.2
2022-10-23,13,10.2
2022-10-23,14,8.5
2022-10-23,15,5.1
2022-10-23,16,0.85
2022-10-23,17,0
2022-10-23,18,0
2022-10-23,19,0
2022-10-23,20,0
2022-10-23,21,0
2022-10-23,22,0
2022-10-23,23,0
2022-10-24,0,0
2022-10-24,1,0
2022-10-24,2,0
2022-10-24,3,0
2022-10-24,4,0
2022-10-24,5,0
2022-10-24,6,0
2022-10-24,7,4.25
2022-10-24,8,8.5
2022-10-24,9,9.35
2022-10-24,10,11.05
2022-10-24,11,10.2
2022-10-24,12,10.23
2022-10-24,13,9.35
2022-10-24,14,8.5
2022-10-24,15,5.1
2022-10-24,16,0.85
2022-10-24,17,0
2022-10-24,18,0
2022-10-24,19,0
2022-10-24,20,0
2022-10-24,21,0
2022-10-24,22,0
2022-10-24,23,0
2022-10-25,0,0
2022-10-25,1,0
2022-10-25,2,0
2022-10-25,3,0
2022-10-25,4,0
2022-10-25,5,0
2022-10-25,6,0
2022-10-25,7,5.1
2022-10-25,8,7.65
2022-10-25,9,10.2
2022-10-25,10,11.05
2022-10-25,11,10.82
2022-10-25,12,8.5
2022-10-25,13,7.65
2022-10-25,14,8.5
2022-10-25,15,4.25
2022-10-25,16,1.7
2022-10-25,17,0
2022-10-25,18,0
2022-10-25,19,0
2022-10-25,20,0
2022-10-25,21,0
2022-10-25,22,0
2022-10-25,23,0
2022-10-26,0,0
2022-10-26,1,0
2022-10-26,2,0
2022-10-26,3,0
2022-10-26,4,0
2022-10-26,5,0
2022-10-26,6,0
2022-10-26,7,4.25
2022-10-26,8,7.65
2022-10-26,9,9.35
2022-10-26,10,11.05
2022-10-26,11,10.66
2022-10-26,12,10.2
2022-10-26,13,10.2
2022-10-26,14,7.65
2022-10-26,15,4.25
2022-10-26,16,0.85
2022-10-26,17,0
2022-10-26,18,0
2022-10-26,19,0
2022-10-26,20,0
2022-10-26,21,0
2022-10-26,22,0
2022-10-26,23,0
2022-10-27,0,0
2022-10-27,1,0
2022-10-27,2,0
2022-10-27,3,0
2022-10-27,4,0
2022-10-27,5,0
2022-10-27,6,0
2022-10-27,7,4.25
2022-10-27,8,7.65
2022-10-27,9,10.21
2022-10-27,10,10.2
2022-10-27,11,11.05
2022-10-27,12,10.2
2022-10-27,13,10.21
2022-10-27,14,6.8
2022-10-27,15,4.25
2022-10-27,16,0.85
2022-10-27,17,0
2022-10-27,18,0
2022-10-27,19,0
2022-10-27,20,0
2022-10-27,21,0
2022-10-27,22,0
2022-10-27,23,0
2022-10-28,0,0
2022-10-28,1,0
2022-10-28,2,0
2022-10-28,3,0
2022-10-28,4,0
2022-10-28,5,0
2022-10-28,6,0
2022-10-28,7,5.1
2022-10-28,8,7.65
2022-10-28,9,10.2
2022-10-28,10,10.2
2022-10-28,11,11.05
2022-10-28,12,10.2
2022-10-28,13,10.2
2022-10-28,14,8.5
2022-10-28,15,4.25
2022-10-28,16,0.85
2022-10-28,17,0
2022-10-28,18,0
2022-10-28,19,0
2022-10-28,20,0
2022-10-28,21,0
2022-10-28,22,0
2022-10-28,23,0
2022-10-29,0,0
2022-10-29,1,0
2022-10-29,2,0
2022-10-29,3,0
2022-10-29,4,0
2022-10-29,5,0
2022-10-29,6,0
2022-10-29,7,5.11
2022-10-29,8,8.5
2022-10-29,9,10.2
2022-10-29,10,10.2
2022-10-29,11,11.05
2022-10-29,12,9.35
2022-10-29,13,10.2
2022-10-29,14,7.65
2022-10-29,15,5.1
2022-10-29,16,0.85
2022-10-29,17,0
2022-10-29,18,0
2022-10-29,19,0
2022-10-29,20,0
2022-10-29,21,0
2022-10-29,22,0
2022-10-29,23,0
2022-10-30,0,0
2022-10-30,1,0
2022-10-30,2,0
2022-10-30,3,0
2022-10-30,4,0
2022-10-30,5,0
2022-10-30,6,0
2022-10-30,7,4.25
2022-10-30,8,8.5
2022-10-30,9,10.2
2022-10-30,10,10.2
